kanji,id,keyword,components,on_reading,kun_reading,stroke_count,jlpt,romaji
稜,2656,imperial authority,,リョウ; ロウ,いつ; かど,13,N1,ryou (ON); rou (ON); itsu (KUN); kado (KUN)
稀,2657,sparse,,キ; ケ,まれ; まばら,12,N1,ki (ON); ke (ON); mare (KUN); mabara (KUN)
穆,2658,obeisant,,ボク; モク,やわ.らぐ,16,,boku (ON); moku (ON); yawa.ragu (KUN)
窺,2659,peep,,キ,うかが.う; のぞく,16,,ki (ON); ukaga.u (KUN); nozoku (KUN)
窄,2660,tight,,サク,すぼ.める; つぼ.める; せま.い,10,,saku (ON); subo.meru (KUN); tsubo.meru (KUN); sema.i (KUN)
穿,2661,drill,,セン,うが.つ; は.く,10,,sen (ON); uga.tsu (KUN); ha.ku (KUN)
竃,2662,kitchen stove,,ソウ,かまど; かま; へっつい,17,,sou (ON); kamado (KUN); kama (KUN); hetsui (KUN)
竪,2663,longness,,ジュ,たて; た.てる; こども,14,,ju (ON); tate (KUN); ta.teru (KUN); kodomo (KUN)
颯,2664,rustling,,サツ; ソウ,さっ.と,14,N1,satsu (ON); sou (ON); sa.to (KUN)
站,2665,outpost,,タン,た.つ; たたず.む; えき,10,,tan (ON); ta.tsu (KUN); tatazu.mu (KUN); eki (KUN)
靖,2666,repose,,セイ; ジョウ,やす.んじる,13,N1,sei (ON); jou (ON); yasu.njiru (KUN)
妾,2667,concubine,,ショウ,めかけ; そばめ; わらわ,8,,shou (ON); mekake (KUN); sobame (KUN); warawa (KUN)
衿,2668,lapel,,キン; コン,えり,9,N1,kin (ON); kon (ON); eri (KUN)
袷,2669,lined kimono,,コウ; キョウ,あわせ,11,,kou (ON); kyou (ON); awase (KUN)
袴,2670,pleated skirt,,コ; ク,はかま; ずぼん,11,,ko (ON); ku (ON); hakama (KUN); zubon (KUN)
襖,2671,sliding door,,オウ,ふすま; あお,17,,ou (ON); fusuma (KUN); ao (KUN)
笙,2672,Chinese panpipe,,ショウ; ソウ,ふえ,11,N1,shou (ON); sou (ON); fue (KUN)
筏,2673,raft,,バツ; ハツ; ボチ,いかだ,12,,batsu (ON); hatsu (ON); bochi (ON); ikada (KUN)
簾,2674,bamboo blinds,,レン,すだれ; す,19,,ren (ON); sudare (KUN); su (KUN)
箪,2675,rattan box,,タン,はこ,15,,tan (ON); hako (KUN)
竿,2676,pole,,カン,さお,9,,kan (ON); sao (KUN)
箆,2677,spatula,,ヘイ; ハイ,へら; の; くし,14,,hei (ON); hai (ON); hera (KUN); no (KUN); kushi (KUN)
箔,2678,foil,,ハク,すだれ,14,,haku (ON); sudare (KUN)
笥,2679,wardrobe,,ス; シ,け; はこ,11,,su (ON); shi (ON); ke (KUN); hako (KUN)
箭,2680,arrow shaft,,セン,や,15,,sen (ON); ya (KUN)
筑,2681,ancient harp,,チク,,12,,chiku (ON)
篠,2682,slender bamboo,,ゾウ; ショウ,しの; ささ; すず,17,,zou (ON); shou (ON); shino (KUN); sasa (KUN); suzu (KUN)
纂,2683,redaction,,サン,あつ.める,20,,san (ON); atsu.meru (KUN)
竺,2684,bamboo cane,,ジク; チク; トク,,8,,jiku (ON); chiku (ON); toku (ON)
箕,2685,winnowing fan,,キ,み,14,,ki (ON); mi (KUN)
笈,2686,backpack,,キュウ,,9,,kyuu (ON)
篇,2687,livraison,,ヘン,,15,,hen (ON)
筈,2688,should,,カツ,はず; やはず,12,,katsu (ON); hazu (KUN); yahazu (KUN)
簸,2689,winnow,,ハ,ひ.る,19,,ha (ON); hi.ru (KUN)
粕,2690,settlings,,ハク,かす,11,,haku (ON); kasu (KUN)
糟,2691,lees,,コウ; ソウ,ぬか,17,,kou (ON); sou (ON); nuka (KUN)
糊,2692,paste,,コ; ゴ; コツ,のり,15,,ko (ON); go (ON); kotsu (ON); nori (KUN)
籾,2693,unhulled rice,,,もみ,9,,momi (KUN)
糠,2694,rice bran,,コウ,ぬか,17,,kou (ON); nuka (KUN)
糞,2695,excrement,,フン,くそ,17,,fun (ON); kuso (KUN)
粟,2696,foxtail millet,,ゾク; ショク; ソク,あわ; もみ,12,,zoku (ON); shoku (ON); soku (ON); awa (KUN); momi (KUN)
繋,2697,link up,,ケイ,つな.ぐ; かか.る; か.ける,17,,kei (ON); tsuna.gu (KUN); kaka.ru (KUN); ka.keru (KUN)
綸,2698,twine,,リン; カン,いと,14,N1,rin (ON); kan (ON); ito (KUN)
絨,2699,carpet yarn,,ジュウ,,12,,juu (ON)
絆,2700,ties,,ハン,きずな; ほだ.す; つな.ぐ,11,,han (ON); kizuna (KUN); hoda.su (KUN); tsuna.gu (KUN)
緋,2701,scarlet,,ヒ,あけ; あか,14,N1,hi (ON); ake (KUN); aka (KUN)
綜,2702,synthesis,,ソウ,おさ.める; す.べる,14,N1,sou (ON); osa.meru (KUN); su.beru (KUN)
紐,2703,string,,チュウ; ジュウ,ひも,10,,chuu (ON); juu (ON); himo (KUN)
紘,2704,chinstrap,,コウ,おおづな; つな; つなぐ,10,N1,kou (ON); oozuna (KUN); tsuna (KUN); tsunagu (KUN)
纏,2705,summarize,,テン; デン,まつ.わる; まと.う; まと.める; まと.まる; まと.い,21,,ten (ON); den (ON); matsu.waru (KUN); mato.u (KUN); mato.meru (KUN); mato.maru (KUN); mato.i (KUN)
絢,2706,gorgeous,,ケン,,12,N1,ken (ON)
繍,2707,embroidery,,シュウ,ぬいとり,17,,shuu (ON); nuitori (KUN)
紬,2708,pongee,,チュウ,つむぎ; つむ.ぐ,11,N1,chuu (ON); tsumugi (KUN); tsumu.gu (KUN)
綺,2709,ornate,,キ,あや,14,N1,ki (ON); aya (KUN)
綾,2710,damask,,リン,あや,14,N1,rin (ON); aya (KUN)
絃,2711,catgut,,ゲン,いと,11,N1,gen (ON); ito (KUN)
縞,2712,stripe,,コウ,しま; しろぎぬ,16,,kou (ON); shima (KUN); shiroginu (KUN)
綬,2713,gimp,,ジュ,ひも,14,,ju (ON); himo (KUN)
紗,2714,gossamer,,サ; シャ,うすぎぬ,10,N1,sa (ON); sha (ON); usuginu (KUN)
舵,2715,rudder,,ダ; タ,かじ,11,,da (ON); ta (ON); kaji (KUN)
聯,2716,strung together,,レン,つら.なる; つら.ねる,17,,ren (ON); tsura.naru (KUN); tsura.neru (KUN)
聡,2717,attentive,,ソウ,さと.い; みみざと.い,14,N1,sou (ON); sato.i (KUN); mimizato.i (KUN)
聘,2718,summons,,ヘイ,へい.する; と.う; め.す,13,,hei (ON); hei.suru (KUN); to.u (KUN); me.su (KUN)
耽,2719,addiction,,タン,ふけ.る,10,,tan (ON); fuke.ru (KUN)
耶,2720,exclamation,,ヤ; ジャ,か,9,N1,ya (ON); ja (ON); ka (KUN)
蚤,2721,flea,,ソウ,のみ; はやい,10,,sou (ON); nomi (KUN); hayai (KUN)
蟹,2722,crab,,カイ,かに,19,,kai (ON); kani (KUN)
蛋,2723,protein,,タン,,11,,tan (ON)
蟄,2724,hibernation,,チツ; チュウ,ちっ.する; かく.れる,17,,chitsu (ON); chuu (ON); chi.suru (KUN); kaku.reru (KUN)
蝿,2725,housefly,,ヨウ,はえ; はい,15,,you (ON); hae (KUN); hai (KUN)
蟻,2726,ant,,ギ,あり,19,,gi (ON); ari (KUN)
蝋,2727,wax,,ロウ,みつろう; ろうそく,14,,rou (ON); mitsurou (KUN); rousoku (KUN)
蝦,2728,shrimp,,カ; ゲ,えび,15,,ka (ON); ge (ON); ebi (KUN)
蛸,2729,octopus,,ソウ; ショウ,たこ,13,,sou (ON); shou (ON); tako (KUN)
螺,2730,screw,,ラ,にし; にな,17,,ra (ON); nishi (KUN); nina (KUN)
蝉,2731,cicada,,セン; ゼン,せみ,15,,sen (ON); zen (ON); semi (KUN)
蛙,2732,frog,,ア; ワ,かえる; かわず,12,,a (ON); wa (ON); kaeru (KUN); kawazu (KUN)
蛾,2733,moth,,ギ; ガ,ひむし,13,,gi (ON); ga (ON); himushi (KUN)
蛤,2734,clam,,コウ,はまぐり,12,,kou (ON); hamaguri (KUN)
蛭,2735,leech,,シツ; チツ,ひる,12,,shitsu (ON); chitsu (ON); hiru (KUN)
蛎,2736,oyster,,レイ,かき,11,,rei (ON); kaki (KUN)
罫,2737,ruled lines,,ケイ; カイ; ケ,,13,,kei (ON); kai (ON); ke (ON)
袈,2738,stole,,ケ; カ,,11,N1,ke (ON); ka (ON)
裟,2739,monk’s sash,,サ; シャ,,13,N1,sa (ON); sha (ON)
截,2740,incision,,セツ; サイ,き.る; た.つ,14,,setsu (ON); sai (ON); ki.ru (KUN); ta.tsu (KUN)
哉,2741,I wonder,,サイ,かな; や,9,N1,sai (ON); kana (KUN); ya (KUN)
詢,2742,counsel,,ジュン; シュン,はか.る; まこと,13,N1,jun (ON); shun (ON); haka.ru (KUN); makoto (KUN)
諄,2743,polite,,シュン,ひちくど.い; くど.い; くどくど; ねんご.ろ,15,N1,shun (ON); hichikudo.i (KUN); kudo.i (KUN); kudokudo (KUN); nengo.ro (KUN)
讐,2744,vendetta,,シュウ,あだ; むく.いる; あ.たる,23,,shuu (ON); ada (KUN); muku.iru (KUN); a.taru (KUN)
諌,2745,remonstrate,,カン,いさ.め; いさ.める,15,,kan (ON); isa.me (KUN); isa.meru (KUN)
諒,2746,verify,,リョウ,あきら.か; まことに,15,N1,ryou (ON); akira.ka (KUN); makotoni (KUN)
讃,2747,compliment,,サン,ほ.める; たた.える,22,,san (ON); ho.meru (KUN); tata.eru (KUN)
訊,2748,query,,ジン; シュン; シン,き.く; と.う; たず.ねる,10,,jin (ON); shun (ON); shin (ON); ki.ku (KUN); to.u (KUN); tazu.neru (KUN)
訣,2749,split up,,ケツ,わかれ; わかれ.る,11,,ketsu (ON); wakare (KUN); wakare.ru (KUN)
詫,2750,beg another’s pardon,,タ,わび; わび.しい; かこつ; わ.びる; わび.る,13,,ta (ON); wabi (KUN); wabi.shii (KUN); kakotsu (KUN); wa.biru (KUN); wabi.ru (KUN)
誼,2751,familiarity,,ギ,よしみ; よい,15,N1,gi (ON); yoshimi (KUN); yoi (KUN)
謬,2752,fallible,,ビュウ; ビョウ; ミュウ,あやま.る,18,,byuu (ON); byou (ON); myuu (ON); ayama.ru (KUN)
訝,2753,wary,,ガ; ゲ,いぶか.る,12,,ga (ON); ge (ON); ibuka.ru (KUN)
諺,2754,proverb,,ゲン,ことわざ,16,,gen (ON); kotowaza (KUN)
誹,2755,slander,,ヒ; ハイ,そし.る,15,,hi (ON); hai (ON); soshi.ru (KUN)
謂,2756,so-called,,イ,い.う; いい; おも.う; いわゆる,16,,i (ON); i.u (KUN); ii (KUN); omo.u (KUN); iwayuru (KUN)
諜,2757,secret agent,,チョウ,ちょう.ずる; うかが.う; しめ.す,16,,chou (ON); chou.zuru (KUN); ukaga.u (KUN); shime.su (KUN)
註,2758,footnote,,チュウ,,12,,chuu (ON)
譬,2759,parable,,ヒ,たと.える; たと.え,20,,hi (ON); tato.eru (KUN); tato.e (KUN)
轟,2760,rumble,,ゴウ; コウ,とどろ.かす; とどろ.く,21,,gou (ON); kou (ON); todoro.kasu (KUN); todoro.ku (KUN)
輔,2761,reinforce,,ホ; フ,たす.ける,14,N1,ho (ON); fu (ON); tasu.keru (KUN)
輻,2762,spoke,,フク,や,16,,fuku (ON); ya (KUN)
輯,2763,assemble,,シュウ,あつ.める; やわ.らぐ,16,,shuu (ON); atsu.meru (KUN); yawa.ragu (KUN)
豹,2764,panther,,ヒョウ; ホウ,,10,,hyou (ON); hou (ON)
賎,2765,despicable,,セン; ゼン,いや.しい; いや.しむ; いや.しめる; しず; やす.い,13,,sen (ON); zen (ON); iya.shii (KUN); iya.shimu (KUN); iya.shimeru (KUN); shizu (KUN); yasu.i (KUN)
貰,2766,get,,セイ; シャ,もら.う,12,,sei (ON); sha (ON); mora.u (KUN)
賑,2767,bustling,,シン,にぎ.わい; にぎ.やか; にぎ.わす; にぎ.わう,14,,shin (ON); nigi.wai (KUN); nigi.yaka (KUN); nigi.wasu (KUN); nigi.wau (KUN)
贖,2768,expiate,,ショク,あがな.う,22,,shoku (ON); agana.u (KUN)
躓,2769,stumble,,チ,つまず.く,22,,chi (ON); tsumazu.ku (KUN)
蹄,2770,hoof,,テイ,ひづめ,16,,tei (ON); hizume (KUN)
蹟,2771,vestiges,,セキ; シャク,あと,18,,seki (ON); shaku (ON); ato (KUN)
跨,2772,straddle,,コ; カ,また.がる; またが.る; また.ぐ,13,,ko (ON); ka (ON); mata.garu (KUN); mataga.ru (KUN); mata.gu (KUN)
跪,2773,kneel,,キ,ひざまず.く,13,,ki (ON); hizamazu.ku (KUN)
醤,2774,soy sauce,,ショウ,ひしお,17,,shou (ON); hishio (KUN)
醍,2775,whey,,ダイ; タイ; テイ,,16,,dai (ON); tai (ON); tei (ON)
醐,2776,ghee,,ゴ; コ,,16,,go (ON); ko (ON)
醇,2777,strong sake,,ジュン; シュン,もっぱら; こい; あつい,15,,jun (ON); shun (ON); mopara (KUN); koi (KUN); atsui (KUN)
麹,2778,malt,,キク,こうじ,15,,kiku (ON); kouji (KUN)
釦,2779,button,,コウ; ク,ぼたん,11,,kou (ON); ku (ON); botan (KUN)
銚,2780,keg,,チョウ; ヨウ,なべ,14,,chou (ON); you (ON); nabe (KUN)
鋤,2781,plow,,ジョ; ショ; ソ,す.く; すき; くわ,15,,jo (ON); sho (ON); so (ON); su.ku (KUN); suki (KUN); kuwa (KUN)
鋸,2782,hand saw,,キョ; コ,のこ; のこぎり,16,,kyo (ON); ko (ON); noko (KUN); nokogiri (KUN)
錐,2783,awl,,スイ,きり,16,,sui (ON); kiri (KUN)
鍬,2784,hoe,,ショウ; シュウ,くわ; すき,17,,shou (ON); shuu (ON); kuwa (KUN); suki (KUN)
鋲,2785,rivet,,,びょう,15,,byou (KUN)
錫,2786,tin,,セキ; シャク,すず; たま.う,16,,seki (ON); shaku (ON); suzu (KUN); tama.u (KUN)
錨,2787,anchor,,ビョウ; ミョウ,いかり,16,,byou (ON); myou (ON); ikari (KUN)
釘,2788,nail,,テイ; チョウ,くぎ,10,,tei (ON); chou (ON); kugi (KUN)
鑓,2789,javelin,,,やり,21,,yari (KUN)
鋒,2790,sword’s point,,ホウ,きっさき; とかり; ほこさき,15,,hou (ON); kisaki (KUN); tokari (KUN); hokosaki (KUN)
鎚,2791,hammer,,ツイ; タイ,つち,17,,tsui (ON); tai (ON); tsuchi (KUN)
鉦,2792,carillion,,セイ; ショウ,かね,13,,sei (ON); shou (ON); kane (KUN)
錆,2793,rust,,ショウ; セイ,さび; くわ.しい,16,,shou (ON); sei (ON); sabi (KUN); kuwa.shii (KUN)
鍾,2794,cluster,,ショウ; シュ,あつ.める; さかずき; かね,17,,shou (ON); shu (ON); atsu.meru (KUN); sakazuki (KUN); kane (KUN)
鋏,2795,scissors,,キョウ,はさみ; はさ.む; つるぎ,15,,kyou (ON); hasami (KUN); hasa.mu (KUN); tsurugi (KUN)
閃,2796,flash,,セン,ひらめ.く; ひらめ.き; うかが.う,10,,sen (ON); hirame.ku (KUN); hirame.ki (KUN); ukaga.u (KUN)
悶,2797,agony,,モン,もだ.える; もだえ.る,12,,mon (ON); moda.eru (KUN); modae.ru (KUN)
閤,2798,side gate,,コウ,くぐりど,14,,kou (ON); kugurido (KUN)
雫,2799,trickle,,ダ,しずく,11,,da (ON); shizuku (KUN)
霞,2800,haze,,カ; ゲ,かすみ; かす.む,17,N1,ka (ON); ge (ON); kasumi (KUN); kasu.mu (KUN)
翰,2801,quill,,カン,はね; ふで; やまどり; ふみ,16,,kan (ON); hane (KUN); fude (KUN); yamadori (KUN); fumi (KUN)
斡,2802,auspices,,アツ; カン; ワツ,めぐ.る; めぐ.らす,14,,atsu (ON); kan (ON); watsu (ON); megu.ru (KUN); megu.rasu (KUN)
鞍,2803,saddle,,アン,くら,15,,an (ON); kura (KUN)
鞭,2804,whip,,ベン; ヘン,むち; むちうつ,18,,ben (ON); hen (ON); muchi (KUN); muchiutsu (KUN)
鞘,2805,saddle straps,,ショウ; ソウ,さや,16,,shou (ON); sou (ON); saya (KUN)
鞄,2806,briefcase,,ハク; ホウ; ビョウ,かばん,14,,haku (ON); hou (ON); byou (ON); kaban (KUN)
靭,2807,pliable,,ジン; ニン; サ; サイ; サツ,うつぼ; しな.やか; ゆぎ,12,,jin (ON); nin (ON); sa (ON); sai (ON); satsu (ON); utsubo (KUN); shina.yaka (KUN); yugi (KUN)
鞠,2808,terminate,,キク; キュウ,まり,17,N1,kiku (ON); kyuu (ON); mari (KUN)
顛,2809,overturn,,テン,いただき; たお.れる,19,,ten (ON); itadaki (KUN); tao.reru (KUN)
穎,2810,brush tip,,エイ,ほさき; のぎ,16,,ei (ON); hosaki (KUN); nogi (KUN)
頗,2811,exceedingly,,ハ,すこぶ.る; かたよ.る,14,,ha (ON); sukobu.ru (KUN); katayo.ru (KUN)
頌,2812,accolade,,ショウ; ジュ; ヨウ,かたち; たた.える; ほめ.る,13,N1,shou (ON); ju (ON); you (ON); katachi (KUN); tata.eru (KUN); home.ru (KUN)
頚,2813,neck and throat,,ケイ,くび,14,,kei (ON); kubi (KUN)
餐,2814,repast,,サン; ソン,の.む; くら.う,16,,san (ON); son (ON); no.mu (KUN); kura.u (KUN)
饗,2815,feast,,キョウ,う.ける; もてな.す,22,,kyou (ON); u.keru (KUN); motena.su (KUN)
蝕,2816,eclipse,,ショク,むしば.む,14,,shoku (ON); mushiba.mu (KUN)
飴,2817,sweets,,イ; シ,あめ; やしな.う,13,,i (ON); shi (ON); ame (KUN); yashina.u (KUN)
駕,2818,stretcher,,カ; ガ,かご; が.する; しのぐ; のる,15,,ka (ON); ga (ON); kago (KUN); ga.suru (KUN); shinogu (KUN); noru (KUN)
騨,2819,piebald,,タン; ダン; タ; ダ; テン,,19,,tan (ON); dan (ON); ta (ON); da (ON); ten (ON)
馳,2820,rush,,チ; ジ,は.せる,13,,chi (ON); ji (ON); ha.seru (KUN)
騙,2821,cheat,,ヘン,かた.る; だま.す,19,,hen (ON); kata.ru (KUN); dama.su (KUN)
馴,2822,tame,,ジュン; シュン; クン,な.れる; な.らす; したが.う,13,,jun (ON); shun (ON); kun (ON); na.reru (KUN); na.rasu (KUN); shitaga.u (KUN)
駁,2823,rebuttal,,ハク; バク,ぶち; まじ.る; まだら,14,,haku (ON); baku (ON); buchi (KUN); maji.ru (KUN); madara (KUN)
駈,2824,gallop,,ク,か.ける; か.る,15,,ku (ON); ka.keru (KUN); ka.ru (KUN)
驢,2825,donkey,,ロ; リョ,うさぎうま,26,,ro (ON); ryo (ON); usagiuma (KUN)
鰻,2826,eel,,マン; バン,うなぎ,22,,man (ON); ban (ON); unagi (KUN)
鯛,2827,sea bream,,チョウ,たい,19,N1,chou (ON); tai (KUN)
鰯,2828,sardine,,,いわし,21,,iwashi (KUN)
鱒,2829,trout,,ソン; セン; ザン,ます,23,,son (ON); sen (ON); zan (ON); masu (KUN)
鮭,2830,salmon,,カイ; ケイ,さけ; しゃけ; ふぐ,17,,kai (ON); kei (ON); sake (KUN); shake (KUN); fugu (KUN)
鮪,2831,tuna,,キ; ユウ; イ,まぐろ; しび,17,,ki (ON); yuu (ON); i (ON); maguro (KUN); shibi (KUN)
鮎,2832,sweet smelt,,デン; ネン,あゆ; なまず,16,N1,den (ON); nen (ON); ayu (KUN); namazu (KUN)
鯵,2833,horse mackerel,,ソウ,あじ,19,,sou (ON); aji (KUN)
鱈,2834,cod,,セツ,たら,22,,setsu (ON); tara (KUN)
鯖,2835,mackerel,,セイ; ショウ,さば,19,,sei (ON); shou (ON); saba (KUN)
鮫,2836,shark,,コウ,さめ; みずち,17,,kou (ON); same (KUN); mizuchi (KUN)
鰹,2837,bonito,,ケン,かつお,23,,ken (ON); katsuo (KUN)
鰍,2838,bullhead,,シュウ; シュ,かじか; いなだ; どじょう,20,,shuu (ON); shu (ON); kajika (KUN); inada (KUN); dojou (KUN)
鰐,2839,alligator,,ガク,わに,20,,gaku (ON); wani (KUN)
鮒,2840,crucian carp,,ホ; フ; ブ,ふな,16,,ho (ON); fu (ON); bu (ON); funa (KUN)
鮨,2841,sushi,,シ; キ,すし,17,,shi (ON); ki (ON); sushi (KUN)
鰭,2842,fish fin,,キ; ギ,ひれ,21,,ki (ON); gi (ON); hire (KUN)
鴎,2843,seagull,,オウ,かもめ,15,,ou (ON); kamome (KUN)
鵬,2844,roc,,ホウ,おおとり,19,N1,hou (ON); ootori (KUN)
鸚,2845,parakeet,,イン; オウ; ヨウ,,28,,in (ON); ou (ON); you (ON)
鵡,2846,parrot,,ブ; ム,,19,,bu (ON); mu (ON)
鵜,2847,cormorant,,テイ; ダイ,う,18,,tei (ON); dai (ON); u (KUN)
鷺,2848,heron,,ロ,さぎ,24,,ro (ON); sagi (KUN)
鷲,2849,eagle,,シュウ; ジュ,わし,23,,shuu (ON); ju (ON); washi (KUN)
鴨,2850,wild duck,,オウ,かも; あひる,16,,ou (ON); kamo (KUN); ahiru (KUN)
鳶,2851,black kite,,エン,とび; とんび,14,,en (ON); tobi (KUN); tonbi (KUN)
梟,2852,owl,,キョウ,ふくろう,11,,kyou (ON); fukurou (KUN)
塵,2853,dust,,チン; ジン,ちり; ごみ,14,,chin (ON); jin (ON); chiri (KUN); gomi (KUN)
麒,2854,giraffe,,キ,,19,,ki (ON)
舅,2855,father-in-law,,キュウ,しゅうと,13,,kyuu (ON); shuuto (KUN)
鼠,2856,mouse,,ソ; ショ,ねずみ; ねず,13,,so (ON); sho (ON); nezumi (KUN); nezu (KUN)
鑿,2857,bore,,サク,のみ; うが.つ,28,,saku (ON); nomi (KUN); uga.tsu (KUN)
艘,2858,small craft,,ショウ; シュウ; ソウ,ふね,16,,shou (ON); shuu (ON); sou (ON); fune (KUN)
瞑,2859,close the eyes,,メイ; ベン; ミョウ; ミン; メン,めい.する; つぶ.る; つむ.る; くら.い,15,,mei (ON); ben (ON); myou (ON); min (ON); men (ON); mei.suru (KUN); tsubu.ru (KUN); tsumu.ru (KUN); kura.i (KUN)
暝,2860,murky,,メイ; ミョウ,くら.い,14,,mei (ON); myou (ON); kura.i (KUN)
坐,2861,sitting in meditation,,ザ; サ,すわ.る; おわす; そぞろに; まします,7,,za (ON); sa (ON); suwa.ru (KUN); owasu (KUN); sozoroni (KUN); mashimasu (KUN)
朔,2862,first day of the month,,サク,ついたち,10,N1,saku (ON); tsuitachi (KUN)
曳,2863,tow,,エイ,ひ.く,6,,ei (ON); hi.ku (KUN)
洩,2864,dribble out,,エイ; セツ,も.らす; の.びる; も.れる,9,,ei (ON); setsu (ON); mo.rasu (KUN); no.biru (KUN); mo.reru (KUN)
彗,2865,comet,,スイ; エ; ケイ; セイ,ほうき,11,N1,sui (ON); e (ON); kei (ON); sei (ON); houki (KUN)
慧,2866,astute,,ケイ; エ,さとい,15,N1,kei (ON); e (ON); satoi (KUN)
爾,2867,let it be,,ジ; ニ,なんじ; しかり; その; のみ; おれ; しか,14,N1,ji (ON); ni (ON); nanji (KUN); shikari (KUN); sono (KUN); nomi (KUN); ore (KUN); shika (KUN)
嘉,2868,applaud,,カ,よみ.する; よい,14,N1,ka (ON); yomi.suru (KUN); yoi (KUN)
兇,2869,evil,,キョウ,おそ.れる; わる.い,6,,kyou (ON); oso.reru (KUN); waru.i (KUN)
兜,2870,helmet,,トウ; ト,かぶと,11,,tou (ON); to (ON); kabuto (KUN)
靄,2871,mist,,アイ,もや,24,,ai (ON); moya (KUN)
劫,2872,kalpa,,コウ; ゴウ; キョウ,おびや.かす,7,,kou (ON); gou (ON); kyou (ON); obiya.kasu (KUN)
歎,2873,bemoan,,タン,なげ.く; なげ.き,14,,tan (ON); nage.ku (KUN); nage.ki (KUN)
輿,2874,palanquin,,ヨ,かご; こし,17,,yo (ON); kago (KUN); koshi (KUN)
歪,2875,warped,,ワイ; エ,いが.む; いびつ; ひず.む; ゆが.む,9,,wai (ON); e (ON); iga.mu (KUN); ibitsu (KUN); hizu.mu (KUN); yuga.mu (KUN)
翠,2876,jade green,,スイ,かわせみ; みどり,14,N1,sui (ON); kawasemi (KUN); midori (KUN)
黛,2877,blue-black,,タイ,まゆずみ,16,N1,tai (ON); mayuzumi (KUN)
鼎,2878,tripod,,テイ,かなえ,13,,tei (ON); kanae (KUN)
鹵,2879,rocksalt,,ロ,しお; しおち; たて,11,,ro (ON); shio (KUN); shiochi (KUN); tate (KUN)
鹸,2880,lye,,ケン; カン; セン,あ.く,19,,ken (ON); kan (ON); sen (ON); a.ku (KUN)
虔,2881,reserved,,ケン,つつし.む,10,,ken (ON); tsutsushi.mu (KUN)
燕,2882,swallow,,エン,つばめ; つばくら; つばくろ,16,,en (ON); tsubame (KUN); tsubakura (KUN); tsubakuro (KUN)
嘗,2883,lick,,ショウ; ジョウ,かつ.て; こころ.みる; な.める,14,,shou (ON); jou (ON); katsu.te (KUN); kokoro.miru (KUN); na.meru (KUN)
殆,2884,almost,,タイ; サイ,ほとほと; ほとん.ど; あやうい,9,,tai (ON); sai (ON); hotohoto (KUN); hoton.do (KUN); ayaui (KUN)
牌,2885,mahjong tiles,,ハイ,ぱい; ふだ,12,,hai (ON); pai (KUN); fuda (KUN)
覗,2886,peek,,シ,のぞ.く; うかが.う,12,,shi (ON); nozo.ku (KUN); ukaga.u (KUN)
齟,2887,disagree,,ソ; サ; ショ,かむ,20,,so (ON); sa (ON); sho (ON); kamu (KUN)
齬,2888,discord,,ゴ,,22,,go (ON)
秦,2889,Manchu dynasty,,シン,はた,10,N1,shin (ON); hata (KUN)
雀,2890,sparrow,,ジャク; ジャン; サク; シャク,すずめ,11,,jaku (ON); jan (ON); saku (ON); shaku (ON); suzume (KUN)
隼,2891,peregrine falcon,,シュン; ジュン,はやぶさ,10,N1,shun (ON); jun (ON); hayabusa (KUN)
耀,2892,shimmering,,ヨウ,かがや.く; ひかり,20,N1,you (ON); kagaya.ku (KUN); hikari (KUN)
夷,2893,ebisu,,イ,えびす; えみし; ころ.す; たい.らげる,6,,i (ON); ebisu (KUN); emishi (KUN); koro.su (KUN); tai.rageru (KUN)
嚢,2894,cyst,,ノウ; ドウ,ふくろ,18,,nou (ON); dou (ON); fukuro (KUN)
暢,2895,carefree,,チョウ,のび.る,14,N1,chou (ON); nobi.ru (KUN)
廻,2896,circling,,カイ; エ,まわ.る; まわ.す; もとお.る; めぐ.る; めぐ.らす,9,,kai (ON); e (ON); mawa.ru (KUN); mawa.su (KUN); motoo.ru (KUN); megu.ru (KUN); megu.rasu (KUN)
欣,2897,elation,,キン; ゴン; コン,よろこ.ぶ; よろこ.び,8,N1,kin (ON); gon (ON); kon (ON); yoroko.bu (KUN); yoroko.bi (KUN)
毅,2898,stalwart,,キ; ギ,つよ.い,15,N1,ki (ON); gi (ON); tsuyo.i (KUN)
斯,2899,this,,シ,か; こう; か.く; この; これ; ここに,12,,shi (ON); ka (KUN); kou (KUN); ka.ku (KUN); kono (KUN); kore (KUN); kokoni (KUN)
匙,2900,wooden spoon,,シ,さじ,11,,shi (ON); saji (KUN)
匡,2901,set straight,,キョウ; オウ,すく.う; ただ.す,6,N1,kyou (ON); ou (ON); suku.u (KUN); tada.su (KUN)
肇,2902,founding,,チョウ; ジョウ; トウ,はじ.める; はじめ,14,N1,chou (ON); jou (ON); tou (ON); haji.meru (KUN); hajime (KUN)
